"","X.1","X","Tm","Player","Age","G","MP","PER","TS.","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.",".","OWS","DWS","WS","WS.48","..1","OBPM","DBPM","BPM","VORP","OWS.48","DWS.48","Shot.","Player.ID","Team.Mar","Team.MP","Team.Gm","Year.3PAr","Team.TS.","Tm.USG","Tm.TS.W.O.Plyr","Reb.Vers","Defense","Val.Shot","Offense","MPG...Int","RAW.SPM","X.Min","RAW.Contrib","Tm.Sum","Tm.Adj","BPM.1","StdErr","Contrib","VORP.1","Reb.Vers.1","Val.Shot.1","Offense.1","Defense.1","MPG","Raw.OBPM","Contrib.1","Tm.Ortg","Tm.Sum.1","Tm.Adj.1","Tm.DRtg","OBPM.1","OStdErr","Ocontrib","OVORP","DBPM.1","DStdErr","Dcontrib","DVORP","Sum.SPM","X.Min.1","MPG.1","ReMPG","BPM.2","Contrib.2","VORP.2","VORP.Gm","O.BPM","Ocontrib.1","OVORP.1","OVORP.Gm","D.BPM","Dcontrib.1","DVORP.1","DVORP.Gm","Production","Prod.Gm","Exp.BPM","TrueTalentBPM","Exp.Min","TrueTalentVORP","TrueSalary","TrueTimeVORP","Adjusted.Production","WORP","O.WORP","D.WORP","Adjusted.WORP","Estimated.Position","BBRef.Pos","Age.on.Feb.1","Yrs.Experience","Height","Weight","Rounded.Position","Rounded.Age","Age_factor","position_factor","MinPG","MinPG_factor","BPM_factor","Dcontri_factor"
"147",147,16430,"IND","Luis Scola",34,81,1659,16.8,0.515,0.352,9.3,25.6,17.5,11,1.5,0.8,11.3,22.8,0,1.7,2.7,4.4,0.126,0,-1.5,0.7,-0.7,0.5,0.049,0.077,20.2,"scolalu01",-0.14,19855,82,0.268,0.524,345392,0.524,1.06,-0.57,-0.12,-1.28,-0.59,-1.37,"41.80%",-0.57,-3.37,0.64,-0.7,2.2,-0.3,0.5,0.5,0.2,-1.4,0,-0.3,-1,-0.4,-2.1,-0.4,-0.4,2,-1.5,1.5,-0.6,0.1,0.7,1.6,0.3,0.4,-2.2,0.4,20.5,19.5,-0.7,-0.3,0.5,0.5,-1.5,-0.6,0.1,0.1,0.7,0.3,0.4,0.4,"$3,500,000 ","$3,500,000 ",-1.4,-1.1,0.35,0.3,2500000,0.4,"$3,100,000 ",1.4,0.3,1.2,1.2,"4.2","4","34.76","7",81,"240","4","35","Vet","PF",20.4814814814815,"Bench","Negative","Positive"
"148",148,16431,"CHI","Nikola Mirotic",23,82,1654,17.9,0.556,0.455,4.3,21.8,13.3,9.7,1.7,2.4,10.6,22.8,0,3,2.7,5.7,0.165,0,1.2,0,1.2,1.3,0.087,0.078,20.4,"mirotni01",2.88,19881,82,0.268,0.536,346370,0.534,-0.79,0.54,0.07,1.87,-0.62,0.99,"41.60%",0.41,2.65,0.16,1.2,2.2,0.5,1.3,-0.8,0.4,2.1,0,-0.3,1.3,0.6,2,3.1,-0.1,0.9,1.2,1.5,0.5,1.2,0,1.6,0,0.1,1.2,0.4,20.2,19.2,1.2,0.5,1.3,1.3,1.2,0.5,1.2,1.2,0,0,0.1,0.1,"$7,200,000 ","$7,200,000 ",-1.1,0.1,0.52,1.1,6e+06,1.6,"$8,700,000 ",3.5,3.2,0.3,4.4,"3.9","4","23.97","0",82,"220","4","24","Young","PF",20.1707317073171,"Bench","Positive","Negative"
"149",149,16432,"NOP","Dante Cunningham",27,66,1652,8.9,0.473,0.139,4.8,12.8,8.8,4.4,1.5,1.7,8.9,10.9,0,0.5,1.2,1.6,0.047,0,-2.6,1,-1.6,0.2,0.013,0.034,9.9,"cunnida01",1.16,19782,82,0.268,0.537,346147,0.541,-3.09,-0.09,-0.35,1.44,-0.09,-1.82,"41.80%",-0.76,0.45,0.19,-1.6,2.2,-0.7,0.2,-0.9,0,-1.9,-0.1,0,-2.9,-1.2,2.6,1.5,0.3,-1.4,-2.6,1.5,-1.1,-0.4,1,1.6,0.4,0.5,-3.6,0.4,25,23.6,-1.6,-0.7,0.2,0.2,-2.6,-1.1,-0.4,-0.5,1,0.4,0.5,0.7,"$1,700,000 ","$1,900,000 ",-0.4,-1,0.36,0.4,2700000,0.1,"$1,600,000 ",0.4,-1,1.4,0.4,"3.3","4","27.78","5",80,"230","3","28","Mid","SF",25.030303030303,"Bench","Negative","Positive"
"150",150,16433,"MEM","Tony Allen",33,63,1648,14.6,0.528,0.277,7.2,12.2,9.7,8.1,4.1,1.5,14.4,16.6,0,0.9,3.2,4.1,0.119,0,-0.4,3.7,3.3,2.2,0.026,0.093,14.2,"allento01",3.94,19904,82,0.268,0.531,348101,0.532,-0.8,3.07,-0.14,-0.01,0.04,2.3,"41.40%",0.95,-0.24,0.99,3.3,2.2,1.4,2.2,0.3,0.2,-1.7,0.9,0,-0.4,-0.2,-0.1,-0.1,0,4,-0.4,1.5,-0.2,0.5,3.7,1.6,1.5,1.7,-4.1,0.4,26.2,24.6,3.3,1.4,2.2,2.9,-0.4,-0.2,0.5,0.7,3.7,1.5,1.7,2.2,"$11,300,000 ","$14,500,000 ",0.2,1.8,0.73,2.7,13900000,3.8,"$19,100,000 ",5.9,1.4,4.5,10.4,"2.3","2","33.06","10",76,"213","2","33","Vet","SG",26.1587301587302,"Bench","Positive","Positive"
"151",151,16434,"HOU","Jason Terry",37,77,1641,11.4,0.579,0.108,1,7.1,4.1,13.8,2,0.9,13.7,14.3,0,2,1.5,3.6,0.104,0,0.3,-0.7,-0.4,0.7,0.059,0.045,12.3,"terryja01",4.01,19804,82,0.268,0.548,337012,0.546,-1.74,0.11,0.22,2.05,-0.5,-0.08,"41.40%",-0.03,6.44,-0.33,-0.4,2.2,-0.2,0.7,-0.8,0.5,1.3,0.2,-0.3,0.9,0.4,1.4,5.1,-0.7,2.6,0.3,1.5,0.1,0.8,-0.7,1.6,-0.3,-0.2,0.9,0.4,21.3,20.3,-0.4,-0.2,0.7,0.7,0.3,0.1,0.8,0.9,-0.7,-0.3,-0.2,-0.2,"$4,100,000 ","$4,300,000 ",-0.7,-0.5,0.43,0.6,3900000,0.7,"$4,200,000 ",1.8,2.2,-0.4,1.8,"1.1","2","37.38","15",74,"185","1","37","Vet","PG",21.3116883116883,"Bench","Negative","Negative"
"152",152,16435,"POR","Robin Lopez",26,59,1638,16.2,0.574,0.291,12.7,13.1,12.9,5.1,0.5,3.7,12.9,15.5,0,3.2,1.9,5.1,0.15,0,0.1,2,2.1,1.7,0.094,0.056,13.5,"lopezro01",4.69,19856,82,0.268,0.544,347001,0.542,-0.82,-0.28,-0.14,1.36,0.21,0.47,"41.20%",0.19,-2.66,1.66,2.1,2.2,0.9,1.7,1.2,0.2,-1.1,-0.5,0.1,-0.1,-0.1,2.3,1.5,0.3,2.4,0.1,1.5,0,0.7,2,1.6,0.8,1,-1.9,0.4,27.8,26,2.1,0.9,1.7,2.4,0.1,0,0.7,1,2,0.8,1,1.3,"$9,000,000 ","$12,200,000 ",0.6,1.4,0.71,2.4,12300000,2.9,"$14,800,000 ",4.6,2,2.6,7.9,"5","5","26.84","6",84,"255","5","27","Mid","C",27.7627118644068,"Starter","Positive","Positive"
"153",153,16436,"DET","Caron Butler",34,78,1623,9.3,0.544,0.154,1.4,12.2,6.6,7.3,1.4,0.2,10.4,12.9,0,1.3,1,2.4,0.07,0,-1,-0.5,-1.5,0.2,0.039,0.031,11.6,"butleca01",-1.54,19827,82,0.268,0.515,348020,0.513,-2.89,-1.01,0.06,3.12,-0.56,-1.33,"40.90%",-0.54,-1.14,-0.14,-1.5,2.2,-0.6,0.2,-1.4,0.4,0.9,0,-0.3,-0.4,-0.1,-0.2,2.8,-0.6,-1.3,-1,1.5,-0.4,0.3,-0.5,1.6,-0.2,-0.1,-0.5,0.4,20.8,19.8,-1.5,-0.6,0.2,0.2,-1,-0.4,0.3,0.3,-0.5,-0.2,-0.1,-0.1,"$2,000,000 ","$2,100,000 ",-1.6,-1.5,0.29,0.1,1600000,0.2,"$1,700,000 ",0.6,0.8,-0.2,0.4,"2.8","3","34.89","12",79,"228","3","35","Vet","SF",20.8076923076923,"Bench","Negative","Negative"
"154",154,16437,"CHI","Kirk Hinrich",34,66,1610,6.8,0.468,0.131,1.4,6.6,4.1,13.8,1.5,0.6,15.3,13.3,0,-0.3,1.3,1,0.03,0,-2.3,-0.6,-2.8,-0.3,-0.009,0.039,11.3,"hinriki01",2.88,19881,82,0.268,0.536,346370,0.54,-1.62,-0.67,-0.07,-0.54,-0.16,-3,"40.50%",-1.21,2.65,0.16,-2.8,2.2,-1.1,-0.3,-0.7,0.2,-1.6,0,-0.1,-2.1,-0.9,2,3.1,-0.1,0.9,-2.3,1.5,-0.9,-0.2,-0.6,1.6,-0.2,-0.1,-1.7,0.4,24.4,23,-2.8,-1.1,-0.3,-0.4,-2.3,-0.9,-0.2,-0.3,-0.6,-0.2,-0.1,-0.1,"($600,000)","($1,000,000)",-0.3,-1.6,0.28,0.1,1600000,-0.2,"($100,000)",-0.9,-0.6,-0.3,-0.6,"1.4","2","34.08","11",76,"190","1","34","Vet","PG",24.3939393939394,"Bench","Negative","Negative"
"155",155,16438,"MIN","Thaddeus Young",26,48,1605,15,0.491,0.201,5.2,12.5,8.7,14.7,2.7,0.8,9.7,21.2,0,0.8,0.6,1.4,0.043,0,0.1,-0.4,-0.4,0.7,0.024,0.019,19.1,"youngth01",-8.52,19787,82,0.268,0.517,341855,0.52,0.69,0.94,-0.07,-1.24,0.81,1.21,"40.60%",0.49,-2.34,-1.58,-0.4,2.2,-0.2,0.7,0.4,0.2,-0.9,0.4,0.4,0.5,0.2,-2.5,-0.8,-0.4,-6.1,0,1.5,0,0.7,-0.4,1.6,-0.2,0,0.5,0.4,33.4,30.9,-0.4,-0.2,0.7,1.1,0,0,0.7,1.2,-0.4,-0.2,0,-0.1,"$4,100,000 ","$6,300,000 ",-0.3,-0.3,0.46,0.8,4700000,0.8,"$4,600,000 ",1.8,1.9,-0.1,2,"5","4","115.09","7",0,"0","5","115","Mid","C",33.4375,"Starter","Negative","Negative"
"156",156,16439,"SAS","Manu Ginobili",37,70,1587,16.2,0.544,0.346,2,12.8,7.5,28.6,2.2,0.9,18.5,23.9,0,1.4,2.3,3.7,0.111,0,1.4,0.3,1.7,1.5,0.042,0.069,19.5,"ginobma01",6.79,19955,82,0.268,0.555,346961,0.556,2.69,0.37,0.3,-2.54,-0.35,0.16,"39.80%",0.06,0.49,1.53,1.7,2.2,0.7,1.5,0.5,0.4,-0.1,0.2,-0.2,0.9,0.4,2.6,1.1,0.4,4.1,1.4,1.5,0.5,1.2,0.3,1.7,0.1,0.2,1,0.4,22.7,21.4,1.7,0.7,1.5,1.7,1.4,0.5,1.2,1.4,0.3,0.1,0.2,0.3,"$7,900,000 ","$9,100,000 ",0,0.8,0.63,1.8,9400000,2.3,"$11,900,000 ",4,3.3,0.7,6.3,"1.9","2","37.51","12",78,"205","2","38","Vet","SG",22.6714285714286,"Bench","Positive","Positive"
"157",157,16440,"CHO","Michael Kidd-Gilchrist",21,55,1587,15.1,0.519,0.444,7.4,21.9,14.4,8.2,1,1.9,9.9,18.4,0,1.6,2.2,3.8,0.114,0,-2.2,1.3,-0.8,0.5,0.048,0.066,16.6,"kiddgmi01",-3.79,19905,82,0.268,0.498,353638,0.496,-0.79,-0.61,-0.11,0.66,0.32,-0.42,"39.90%",-0.17,-2.5,-0.41,-0.8,2.2,-0.3,0.5,-0.2,0.2,-0.6,-0.2,0.2,-0.7,-0.3,-5.7,0.4,-1.4,1.9,-2.2,1.5,-0.9,-0.2,1.3,1.7,0.5,0.7,-3.5,0.4,28.9,26.9,-0.8,-0.3,0.5,0.7,-2.2,-0.9,-0.2,-0.3,1.3,0.5,0.7,1,"$3,200,000 ","$4,300,000 ",-0.4,-0.6,0.42,0.6,3700000,0.5,"$3,300,000 ",1.3,-0.5,1.8,1.3,"3.5","3","21.35","2",79,"232","4","21","Rookie","PF",28.8545454545455,"Starter","Negative","Positive"
"158",158,16441,"GSW","Andrew Bogut",30,67,1583,15.8,0.565,0.118,9.9,26.5,18.5,15.4,1.2,5.3,22.1,13.2,0,1.9,3.4,5.2,0.159,0,-1.4,5.5,4.1,2.4,0.057,0.102,10.3,"bogutan01",10.23,19730,82,0.268,0.572,342913,0.572,3.18,1.45,-0.04,-1.6,-0.25,2.78,"40.10%",1.11,5.81,1.29,4.1,2.2,1.6,2.4,1.2,0.2,-2.8,-0.3,-0.1,-1.8,-0.7,5.5,4.4,0.4,4.8,-1.4,1.5,-0.6,0.1,5.5,1.7,2.2,2.3,-6.9,0.4,23.6,22.3,4.1,1.6,2.4,3,-1.4,-0.6,0.1,0.1,5.5,2.2,2.3,2.8,"$12,500,000 ","$15,100,000 ",0.6,2.4,0.73,3.2,1.6e+07,4.4,"$21,800,000 ",6.6,0.3,6.2,11.9,"5","5","30.18","9",84,"260","5","30","Vet","C",23.6268656716418,"Bench","Positive","Positive"
"159",159,16442,"CHO","Lance Stephenson",24,61,1573,8.8,0.419,0.2,2.7,17.1,9.7,25.4,1.2,0.4,17.6,21.1,0,-2.7,1.8,-0.9,-0.026,0,-4,0.5,-3.5,-0.6,-0.082,0.056,17.4,"stephla01",-3.79,19905,82,0.268,0.498,353638,0.505,2.88,-1.16,0.02,-4.76,-0.01,-3.05,"39.50%",-1.2,-2.5,-0.41,-3.5,2.2,-1.4,-0.6,0.4,0.2,-3.1,-0.1,0,-2.5,-1,-5.7,0.4,-1.4,1.9,-4,1.5,-1.6,-0.9,0.5,1.7,0.2,0.3,-4.5,0.4,25.8,24.2,-3.5,-1.4,-0.6,-0.8,-4,-1.6,-0.9,-1.2,0.5,0.2,0.3,0.4,"($1,700,000)","($2,700,000)",-1,-2.2,0.18,0,8e+05,-0.3,"($300,000)",-1.6,-2.4,0.9,-0.7,"2.3","2","24.41","4",77,"230","2","24","Young","SG",25.7868852459016,"Bench","Negative","Positive"
"160",160,16443,"BOS","Jared Sullinger",22,58,1566,17.9,0.503,0.182,10.1,20.9,15.4,14.2,1.4,2.1,9.3,23.6,0,1.9,2.1,4,0.123,0,1,1,2,1.6,0.058,0.065,21.4,"sullija01",-0.44,19880,82,0.268,0.523,347983,0.525,2.53,0,-0.02,-0.51,0.12,2.14,"39.40%",0.84,0.15,-0.13,2,2.2,0.8,1.6,1.4,0.2,0.3,-0.1,0.1,1.8,0.7,-1.3,2.5,-0.8,0.9,1,1.5,0.4,1.1,1,1.7,0.4,0.5,0.1,0.4,27,25.3,2,0.8,1.6,2.2,1,0.4,1.1,1.5,1,0.4,0.5,0.7,"$8,400,000 ","$11,500,000 ",-0.3,0.9,0.63,1.8,9600000,2.5,"$13,000,000 ",4.3,2.9,1.4,6.9,"4.2","4","22.91","2",81,"260","4","23","Rookie","PF",27,"Starter","Positive","Positive"
"161",161,16444,"SAC","Darren Collison",27,45,1565,17.5,0.575,0.335,1.4,8.7,5.2,27.2,2.2,0.7,15.1,20.9,0,3,0.8,3.8,0.116,0,2.8,-1.3,1.5,1.4,0.092,0.024,17.7,"collida01",-3.27,19855,82,0.268,0.542,338426,0.539,1.24,0.26,0.33,-0.94,0.94,1.49,"39.40%",0.59,-4.06,0.03,1.5,2.2,0.6,1.4,0.2,0.5,1,0.2,0.5,2.4,0.9,-0.2,-2.2,0.4,-3.1,2.8,1.5,1.1,1.8,-1.3,1.7,-0.5,-0.4,4.1,0.4,34.8,31.9,1.5,0.6,1.4,2.5,2.8,1.1,1.8,3.2,-1.3,-0.5,-0.4,-0.7,"$7,500,000 ","$12,900,000 ",0.7,1.1,0.67,2.1,10900000,2.4,"$12,200,000 ",3.7,4.8,-1,6.4,"1","1","27.44","5",72,"175","1","28","Mid","PG",34.7777777777778,"Starter","Positive","Negative"
"162",162,16445,"UTA","Trevor Booker",27,79,1564,15.3,0.536,0.319,10.3,19,14.7,9,1.5,2.1,14.3,18.1,0,1.7,1.9,3.6,0.11,0,-0.6,0.7,0.2,0.9,0.052,0.058,15.5,"booketr01",0.79,19705,82,0.268,0.531,336440,0.531,0.46,0.12,-0.08,0.14,-0.67,0.05,"39.70%",0.02,0.25,0.14,0.2,2.2,0.1,0.9,0.8,0.2,-1.1,-0.1,-0.4,-0.4,-0.2,-0.2,0.3,-0.1,1,-0.6,1.5,-0.2,0.5,0.7,1.7,0.3,0.4,-1.3,0.4,19.8,18.8,0.2,0.1,0.9,0.9,-0.6,-0.2,0.5,0.5,0.7,0.3,0.4,0.4,"$5,100,000 ","$5,300,000 ",-1.5,-0.6,0.42,0.6,3700000,0.9,"$5,300,000 ",2.3,1.2,1.1,2.5,"3.7","4","27.19","4",80,"228","4","27","Mid","PF",19.7974683544304,"Bench","Positive","Positive"
"163",163,16446,"MIA","Chris Bosh",30,44,1556,19.8,0.548,0.311,3.6,20,12,12,1.4,1.4,10.1,28.4,0,2.1,1.5,3.6,0.111,0,1,-1,-0.1,0.8,0.065,0.046,25.5,"boshch01",-3.37,19732,82,0.268,0.54,337291,0.539,-0.13,-0.37,0,-0.27,1,0.22,"39.40%",0.09,-2.51,-0.31,-0.1,2.2,0,0.8,-0.6,0.3,1,-0.1,0.5,1.1,0.4,-1.5,-0.9,-0.2,-1.9,1,1.5,0.4,1.1,-1.1,1.7,-0.4,-0.3,2,0.4,35.4,32.4,-0.1,0,0.8,1.4,1,0.4,1.1,2,-1.1,-0.4,-0.3,-0.6,"$4,600,000 ","$7,600,000 ",0.8,0.4,0.56,1.3,7200000,1.1,"$6,100,000 ",2,2.8,-0.8,2.9,"4.1","5","30.86","11",83,"235","4","31","Vet","PF",35.3636363636364,"Starter","Negative","Negative"
"164",164,16447,"CHI","Derrick Rose",26,51,1530,15.9,0.493,0.224,2.6,8.7,5.7,30.7,1.2,0.8,14.9,31.7,0,0,1.2,1.2,0.038,0,1.1,-2.3,-1.3,0.3,0,0.038,27,"rosede01",2.88,19881,82,0.268,0.536,346370,0.542,2.35,-0.94,0.23,-3.25,0.43,-1.41,"38.50%",-0.54,2.65,0.16,-1.2,2.2,-0.5,0.3,0.7,0.3,0,-0.1,0.2,1.2,0.5,2,3.1,-0.1,0.9,1.1,1.5,0.4,1.1,-2.3,1.7,-0.9,-0.8,3.4,0.4,30,27.8,-1.2,-0.5,0.3,0.5,1.1,0.4,1.1,1.7,-2.3,-0.9,-0.8,-1.3,"$2,400,000 ","$3,200,000 ",0.7,-0.3,0.47,0.8,4900000,0.4,"$2,700,000 ",0.8,2.9,-2.1,1,"1","1","26.33","5",75,"190","1","26","Mid","PG",30,"Starter","Negative","Negative"
"165",165,16448,"POR","Steve Blake",34,81,1529,9.5,0.507,0.125,1.1,8.3,4.8,26.2,1.4,0.2,23.2,13.2,0,0.7,1.4,2.1,0.066,0,-1.2,-0.9,-2.1,0,0.022,0.044,10.1,"blakest01",4.69,19856,82,0.268,0.544,347001,0.546,0.77,-1.01,0.27,-2.73,-0.78,-3.75,"38.50%",-1.45,-2.66,1.66,-2.1,2.2,-0.8,0,0,0.5,-1.5,0,-0.4,-1.5,-0.6,2.3,1.5,0.3,2.4,-1.2,1.5,-0.5,0.2,-0.9,1.7,-0.3,-0.2,-0.3,0.4,18.9,18,-2.1,-0.8,0,0,-1.2,-0.5,0.2,0.2,-0.9,-0.3,-0.2,-0.2,"$800,000 ","$800,000 ",-1.1,-1.6,0.28,0.1,1500000,0,"$900,000 ",-0.1,0.5,-0.6,-0.1,"1","1","34.93","11",75,"172","1","35","Vet","PG",18.8765432098765,"Rotation","Negative","Negative"
"166",166,16449,"PHO","Alex Len",21,69,1518,13.5,0.542,0.295,10.2,22.7,16.4,3.1,1.1,5.3,15.7,13.7,0,1.2,2.1,3.4,0.107,0,-3.3,2.3,-1,0.4,0.039,0.068,11.5,"lenal01",-0.37,19879,82,0.268,0.537,342976,0.537,-3.29,1.32,-0.23,1.32,-0.43,-1.07,"38.20%",-0.41,-0.79,0.07,-1,2.2,-0.4,0.4,-0.6,0.1,-1.9,-0.4,-0.2,-3.1,-1.2,-0.5,0.5,-0.2,0.1,-3.3,1.5,-1.2,-0.6,2.3,1.7,0.9,1,-5.5,0.4,22,20.8,-1,-0.4,0.4,0.5,-3.3,-1.2,-0.6,-0.7,2.3,0.9,1,1.2,"$2,800,000 ","$3,100,000 ",-1.2,-1.1,0.35,0.3,2500000,0.3,"$2,600,000 ",1,-1.6,2.6,0.9,"5","5","21.63","1",85,"260","5","22","Rookie","C",22,"Bench","Negative","Positive"
"167",167,16450,"ATL","Dennis Schroder",21,77,1516,15.7,0.516,0.269,2.3,9.9,6.2,34.6,1.7,0.2,16.8,27,0,1.1,1.4,2.5,0.08,0,-0.4,-2.1,-2.4,-0.2,0.035,0.045,22.5,"schrode01",5.29,19732,82,0.268,0.564,341423,0.569,3.16,-0.63,0.26,-4.54,-0.69,-2.71,"38.40%",-1.04,4.94,0.28,-2.4,2.2,-0.9,-0.2,0.9,0.3,-1.3,0.1,-0.4,-0.3,-0.1,3.4,4.4,-0.1,1.9,-0.4,1.5,-0.1,0.5,-2.1,1.7,-0.8,-0.7,1.7,0.4,19.7,18.7,-2.4,-0.9,-0.2,-0.2,-0.4,-0.1,0.5,0.5,-2.1,-0.8,-0.7,-0.7,"$200,000 ","$200,000 ",-0.8,-1.6,0.27,0.1,1500000,-0.1,"$500,000 ",-0.4,1.4,-1.8,-0.3,"1","1","21.38","1",73,"172","1","21","Rookie","PG",19.6883116883117,"Bench","Negative","Negative"
"168",168,16451,"WAS","Rasual Butler",35,75,1505,11.4,0.531,0.13,2.1,12.4,7.4,6.5,1,1.2,8.1,17.9,0,1,1.6,2.6,0.084,0,-0.8,-0.8,-1.7,0.1,0.032,0.052,16.5,"butlera01",0.25,19956,82,0.268,0.534,343082,0.534,-2.84,-0.98,-0.05,2.17,-0.65,-2.3,"37.70%",-0.87,-2.93,0.65,-1.7,2.2,-0.6,0.1,-1.3,0.3,1,-0.2,-0.3,-0.5,-0.2,-2.1,-1.1,-0.3,2.3,-0.8,1.5,-0.3,0.3,-0.8,1.7,-0.3,-0.2,0,0.4,20.1,19.1,-1.7,-0.6,0.1,0.1,-0.8,-0.3,0.3,0.4,-0.8,-0.3,-0.2,-0.2,"$1,600,000 ","$1,700,000 ",-1.5,-1.6,0.28,0.1,1600000,0.1,"$1,500,000 ",0.3,0.9,-0.5,0.3,"2.8","3","35.7","11",79,"215","3","36","Vet","SF",20.0666666666667,"Bench","Negative","Negative"
"169",169,16452,"MEM","Beno Udrih",32,79,1494,15.4,0.55,0.202,1.5,9.4,5.5,24,1.6,0.4,13.9,19.6,0,2,1.6,3.6,0.115,0,0.2,-1,-0.8,0.5,0.064,0.051,16.9,"udrihbe01",3.94,19904,82,0.268,0.531,348101,0.53,0.85,-0.65,0.21,-1.18,-0.78,-1.76,"37.50%",-0.66,-0.24,0.99,-0.8,2.2,-0.3,0.5,0,0.4,0.2,0.1,-0.4,0.2,0.1,-0.1,-0.1,0,4,0.2,1.5,0.1,0.7,-1,1.7,-0.4,-0.2,1.2,0.4,18.9,18,-0.8,-0.3,0.5,0.5,0.2,0.1,0.7,0.7,-1,-0.4,-0.2,-0.3,"$3,200,000 ","$3,300,000 ",-1.2,-1,0.37,0.4,2800000,0.5,"$3,100,000 ",1.3,1.9,-0.7,1.2,"1.3","1","32.58","10",75,"205","1","33","Vet","PG",18.9113924050633,"Rotation","Negative","Negative"
"170",170,16453,"CHO","Cody Zeller",22,62,1487,14.1,0.53,0.44,7,20.1,13.4,10.9,1.2,2.6,12.2,15.6,0,1.6,2.2,3.8,0.123,0,-2.1,2.5,0.4,0.9,0.052,0.071,13.7,"zelleco01",-3.79,19905,82,0.268,0.498,353638,0.496,0.32,0.01,-0.04,0.66,-0.22,0.77,"37.40%",0.29,-2.5,-0.41,0.4,2.2,0.1,0.9,0.2,0.2,-0.7,-0.2,-0.1,-0.7,-0.2,-5.7,0.4,-1.4,1.9,-2.1,1.5,-0.8,-0.2,2.5,1.7,0.9,1,-4.6,0.4,24,22.5,0.4,0.1,0.9,1.2,-2.1,-0.8,-0.2,-0.2,2.5,0.9,1,1.4,"$5,200,000 ","$6,500,000 ",-1.3,-0.5,0.44,0.7,4100000,1,"$5,900,000 ",2.4,-0.4,2.8,2.8,"4.7","5","22.32","1",84,"240","5","22","Rookie","C",23.9838709677419,"Bench","Positive","Positive"
"171",171,16454,"LAL","Jordan Clarkson",22,59,1476,16.9,0.528,0.265,4,10.5,7.1,23.8,1.8,0.7,12.6,23,0,2,0.4,2.4,0.078,0,1.4,-1.7,-0.3,0.6,0.065,0.013,20.1,"clarkjo01",-6.65,19932,82,0.268,0.513,350423,0.511,2.08,-0.24,0.21,-0.89,-0.11,0.84,"37.00%",0.31,-2.29,-1.14,-0.3,2.3,-0.1,0.6,0.8,0.4,0.8,0.1,-0.1,2,0.7,-2.2,0.2,-0.6,-4.5,1.4,1.5,0.5,1.2,-1.7,1.7,-0.6,-0.5,3.2,0.4,25,23.4,-0.3,-0.1,0.6,0.9,1.4,0.5,1.2,1.6,-1.7,-0.6,-0.5,-0.7,"$4,000,000 ","$5,100,000 ",-1.6,-0.9,0.37,0.4,2900000,0.6,"$4,000,000 ",1.7,3.1,-1.4,1.7,"1.5","1","22.65","0",77,"185","1","23","Rookie","PG",25.0169491525424,"Bench","Negative","Negative"
"172",172,16455,"GSW","Shaun Livingston",29,78,1468,12.9,0.529,0.23,3.3,10,6.7,24.2,1.6,1,19,15.9,0,1.5,1.8,3.3,0.107,0,-2.1,0.4,-1.7,0.1,0.049,0.058,12.9,"livinsh01",10.23,19730,82,0.268,0.572,342913,0.574,1.88,-0.33,0.03,-3.79,-0.79,-3.03,"37.20%",-1.13,5.81,1.29,-1.7,2.3,-0.6,0.1,0.6,0.2,-2.9,0,-0.4,-2.5,-0.9,5.5,4.4,0.4,4.8,-2.1,1.5,-0.8,-0.1,0.4,1.7,0.1,0.2,-2.5,0.4,18.8,17.9,-1.7,-0.6,0.1,0.1,-2.1,-0.8,-0.1,-0.2,0.4,0.1,0.2,0.3,"$1,500,000 ","$1,500,000 ",-0.3,-1,0.36,0.4,2700000,0.1,"$1,400,000 ",0.3,-0.4,0.7,0.3,"1.8","1","29.39","9",79,"182","2","29","Vet","SG",18.8205128205128,"Rotation","Negative","Positive"
"173",173,16456,"DET","Jodie Meeks",27,60,1462,14.1,0.548,0.3,0.9,7.1,3.9,8.8,2.1,0.3,8.6,20.1,0,2.2,0.9,3.1,0.103,0,0.7,-1.6,-0.9,0.4,0.073,0.03,18.4,"meeksjo01",-1.54,19827,82,0.268,0.515,348020,0.512,-2.96,-0.08,0.05,2.45,-0.18,-0.77,"36.90%",-0.29,-1.14,-0.14,-0.9,2.3,-0.3,0.4,-1.2,0.4,2,0.2,-0.1,1.3,0.5,-0.2,2.8,-0.6,-1.3,0.6,1.5,0.2,0.9,-1.6,1.7,-0.6,-0.5,2.2,0.4,24.4,22.8,-0.9,-0.3,0.4,0.5,0.6,0.2,0.9,1.2,-1.6,-0.6,-0.5,-0.6,"$2,900,000 ","$3,600,000 ",-0.9,-0.9,0.37,0.4,2900000,0.4,"$2,900,000 ",1.1,2.3,-1.3,1.1,"1.8","2","27.45","5",76,"208","2","28","Mid","SG",24.3666666666667,"Bench","Negative","Negative"
